0.0006	0.0010	0.9892	0.0014	0.0013	0.0065
0.0136	0.7576	0.0272	0.1659	0.0141	0.0215
0.1750	0.2548	0.1608	0.0999	0.0602	0.2491
0.0147	0.0013	0.0433	0.0261	0.0265	0.8881
0.0031	0.0179	0.0424	0.2327	0.6678	0.0361
0.0000	0.0000	0.0009	0.0001	0.9978	0.0011
0.0339	0.0234	0.7253	0.0328	0.1317	0.0529
0.0141	0.0118	0.0078	0.9282	0.0073	0.0308
0.0144	0.0202	0.8921	0.0155	0.0327	0.0250
0.0017	0.0012	0.0171	0.1095	0.0087	0.8618
0.0025	0.0008	0.0052	0.0116	0.0031	0.9768
0.0178	0.0108	0.0266	0.0437	0.8369	0.0641
0.0070	0.0170	0.0205	0.8264	0.0213	0.1078
0.0073	0.0116	0.0644	0.0067	0.8185	0.0913
0.0066	0.0209	0.5348	0.0134	0.3572	0.0672
0.0292	0.9037	0.0243	0.0011	0.0017	0.0400
0.0717	0.1213	0.0148	0.5203	0.0032	0.2686
0.0003	0.0003	0.9936	0.0029	0.0018	0.0011
0.0000	0.0000	0.9998	0.0000	0.0001	0.0000
0.8779	0.0077	0.0084	0.0776	0.0050	0.0234
0.0151	0.0046	0.7257	0.0376	0.2109	0.0061
0.0010	0.0007	0.0008	0.0006	0.0014	0.9955
0.0001	0.0001	0.0082	0.0004	0.9885	0.0028
0.0385	0.1096	0.4650	0.0063	0.0638	0.3168
0.0000	0.0001	0.0000	0.9941	0.0008	0.0050
0.0007	0.0002	0.0055	0.0093	0.7362	0.2482
0.0013	0.0017	0.0027	0.0017	0.9910	0.0016
0.0000	0.0000	0.0005	0.0001	0.9862	0.0132
0.0005	0.0005	0.0021	0.0006	0.9942	0.0022
0.0244	0.0015	0.9262	0.0350	0.0008	0.0120
0.0050	0.0002	0.9779	0.0120	0.0001	0.0047
0.0135	0.0066	0.0376	0.0198	0.0127	0.9098
0.0000	0.0000	0.0000	0.0000	0.0001	0.9998
0.0101	0.0050	0.0016	0.0104	0.0031	0.9698
0.0008	0.0002	0.9968	0.0016	0.0003	0.0003
0.0215	0.2227	0.6083	0.0145	0.0251	0.1080
0.0250	0.6810	0.2546	0.0126	0.0042	0.0226
0.0001	0.0005	0.9980	0.0005	0.0003	0.0006
0.2648	0.1004	0.0315	0.1191	0.0139	0.4703
0.0001	0.0000	0.9994	0.0001	0.0004	0.0000
0.0000	0.0000	0.0001	0.0000	0.9992	0.0006
0.6233	0.0157	0.0324	0.0685	0.0278	0.2321
0.0093	0.3776	0.5445	0.0289	0.0003	0.0395
0.1821	0.6441	0.1166	0.0476	0.0030	0.0066
0.0154	0.0045	0.7288	0.0369	0.2084	0.0061
0.0197	0.0021	0.9026	0.0189	0.0525	0.0042
0.0080	0.9811	0.0030	0.0010	0.0006	0.0064
0.0000	0.0000	0.9996	0.0003	0.0000	0.0001
0.9781	0.0021	0.0016	0.0016	0.0002	0.0164
0.0666	0.0238	0.0477	0.3773	0.0270	0.4576
0.0019	0.0062	0.0023	0.9736	0.0104	0.0057
0.0002	0.0001	0.0007	0.0003	0.9953	0.0033
0.0924	0.0703	0.0154	0.5303	0.0025	0.2891
0.1672	0.4955	0.0792	0.0610	0.0404	0.1567
0.0289	0.0011	0.0146	0.0353	0.0039	0.9161
0.2523	0.6192	0.0275	0.0301	0.0108	0.0601
0.0000	0.9994	0.0001	0.0002	0.0001	0.0002
0.0004	0.0001	0.0002	0.9989	0.0001	0.0002
0.0391	0.0088	0.0064	0.8203	0.0512	0.0742
0.0318	0.0586	0.8741	0.0149	0.0062	0.0144
0.0313	0.1047	0.1153	0.3629	0.3725	0.0132
0.7215	0.1779	0.0142	0.0687	0.0015	0.0162
0.0115	0.9026	0.0079	0.0099	0.0485	0.0196
0.0001	0.0001	0.9968	0.0005	0.0013	0.0013
0.0002	0.0000	0.0002	0.0038	0.0001	0.9958
0.0000	0.0001	0.9997	0.0001	0.0000	0.0000
0.1572	0.0099	0.8080	0.0009	0.0144	0.0096
0.0711	0.8886	0.0087	0.0046	0.0008	0.0261
0.0235	0.0341	0.0256	0.2724	0.0346	0.6097
0.1438	0.5847	0.0252	0.0137	0.1743	0.0583
0.0025	0.0101	0.9122	0.0163	0.0118	0.0470
0.0003	0.0000	0.9992	0.0001	0.0001	0.0002
0.0474	0.0275	0.2933	0.1884	0.3571	0.0863
0.0057	0.0005	0.9322	0.0242	0.0318	0.0056
0.0000	0.0000	0.9999	0.0000	0.0000	0.0000
0.0240	0.9065	0.0214	0.0036	0.0043	0.0402
0.0739	0.7042	0.0057	0.1469	0.0153	0.0541
0.0006	0.0001	0.9967	0.0006	0.0015	0.0005
0.0011	0.0007	0.0026	0.0023	0.9888	0.0044
0.0324	0.0782	0.0230	0.0319	0.0268	0.8077
0.0990	0.2545	0.0452	0.3283	0.1905	0.0825
0.0037	0.0034	0.0735	0.0069	0.8875	0.0251
0.9957	0.0000	0.0006	0.0027	0.0000	0.0009
0.0018	0.0011	0.3459	0.0236	0.6262	0.0015
0.0278	0.8873	0.0383	0.0226	0.0046	0.0194
0.0158	0.1134	0.1083	0.0614	0.6117	0.0893
0.0000	0.0000	0.0009	0.0003	0.9978	0.0010
0.0105	0.9661	0.0031	0.0139	0.0045	0.0018
0.0061	0.0070	0.0179	0.0348	0.7874	0.1467
0.0008	0.0010	0.9408	0.0040	0.0452	0.0083
0.0004	0.0005	0.0002	0.9980	0.0003	0.0006
0.0012	0.0031	0.0007	0.0026	0.9304	0.0621
0.3324	0.3821	0.0568	0.0583	0.0228	0.1476
0.0001	0.0001	0.0083	0.0005	0.9881	0.0029
0.0042	0.0012	0.0107	0.0495	0.0247	0.9096
0.0008	0.0003	0.9903	0.0047	0.0035	0.0004
0.0019	0.1684	0.2121	0.1708	0.1265	0.3203
0.0052	0.0004	0.0181	0.0110	0.1086	0.8566
0.0000	0.0000	0.9933	0.0063	0.0000	0.0003
0.0004	0.0010	0.0221	0.0032	0.9614	0.0118
0.0086	0.9218	0.0251	0.0052	0.0047	0.0345
0.2831	0.1299	0.0527	0.0030	0.3029	0.2285
0.0081	0.0025	0.7621	0.0656	0.1358	0.0259
0.0015	0.0011	0.0711	0.0012	0.9222	0.0030
0.0030	0.0025	0.0040	0.7794	0.0025	0.2087
0.0116	0.0006	0.0243	0.0210	0.0085	0.9340
0.0041	0.0246	0.0202	0.0635	0.0976	0.7900
0.0296	0.5554	0.0521	0.3347	0.0075	0.0207
0.0004	0.0003	0.0003	0.0002	0.0006	0.9982
0.0010	0.0002	0.9945	0.0009	0.0025	0.0009
0.0144	0.0262	0.0462	0.1250	0.0156	0.7726
0.0014	0.0032	0.9793	0.0135	0.0007	0.0020
0.0261	0.0144	0.0043	0.9166	0.0005	0.0380
0.0172	0.0012	0.0065	0.0087	0.1098	0.8566
0.0302	0.0133	0.0060	0.0211	0.0196	0.9097
0.0031	0.0020	0.9829	0.0022	0.0028	0.0069
0.2333	0.5202	0.0071	0.1839	0.0105	0.0450
0.9910	0.0005	0.0005	0.0006	0.0000	0.0074
0.0335	0.6046	0.0354	0.2237	0.0232	0.0797
0.0026	0.0002	0.9762	0.0021	0.0010	0.0178
0.0022	0.0008	0.0140	0.0050	0.8294	0.1485
0.0202	0.0090	0.7053	0.1027	0.1333	0.0296
0.0001	0.0000	0.9996	0.0001	0.0001	0.0002
0.0008	0.0004	0.0254	0.0020	0.9639	0.0075
0.9949	0.0006	0.0007	0.0019	0.0001	0.0017
0.2390	0.5160	0.0354	0.0236	0.0100	0.1760
0.9358	0.0112	0.0236	0.0213	0.0044	0.0037
0.0093	0.0063	0.0036	0.9515	0.0086	0.0207
0.0017	0.0012	0.0137	0.0023	0.9549	0.0262
0.0005	0.0002	0.9921	0.0011	0.0053	0.0008
0.0090	0.9807	0.0026	0.0023	0.0021	0.0032
0.4181	0.5063	0.0224	0.0133	0.0034	0.0366
0.8054	0.1142	0.0422	0.0088	0.0025	0.0270
0.0018	0.0031	0.0021	0.0104	0.9676	0.0150
0.2156	0.0109	0.0092	0.2047	0.0015	0.5581
0.0113	0.9064	0.0018	0.0082	0.0372	0.0351
0.0136	0.7186	0.0282	0.2031	0.0159	0.0207
0.0041	0.0246	0.0202	0.0635	0.0977	0.7899
0.0502	0.0361	0.0199	0.7926	0.0120	0.0892
0.7079	0.0596	0.1597	0.0303	0.0029	0.0396
0.1379	0.0642	0.0132	0.0481	0.0145	0.7222
0.0002	0.0009	0.0019	0.0008	0.9942	0.0020
0.0000	0.0000	0.9996	0.0002	0.0001	0.0000
0.0102	0.0062	0.0247	0.7360	0.0254	0.1973
0.0006	0.0013	0.5674	0.0028	0.4178	0.0101
0.2265	0.0224	0.0179	0.2188	0.0038	0.5106
0.0064	0.0057	0.0237	0.0156	0.1254	0.8231
0.0241	0.0043	0.9161	0.0046	0.0348	0.0161
0.1744	0.0003	0.0025	0.0058	0.0005	0.8166
0.0006	0.0001	0.0023	0.0007	0.9561	0.0401
0.9992	0.0000	0.0006	0.0001	0.0000	0.0000
0.0007	0.0006	0.9873	0.0002	0.0002	0.0109
0.3395	0.0524	0.0099	0.4500	0.0059	0.1424
0.0007	0.0000	0.9989	0.0001	0.0000	0.0003
0.0049	0.9863	0.0037	0.0017	0.0009	0.0025
0.0006	0.0002	0.0006	0.9983	0.0001	0.0002
0.0032	0.0023	0.0088	0.0871	0.8849	0.0137
0.4768	0.1515	0.0374	0.0254	0.0345	0.2745
0.0367	0.8517	0.0653	0.0345	0.0019	0.0099
0.0348	0.0088	0.8179	0.0081	0.0649	0.0655
0.0002	0.0003	0.0012	0.0006	0.9950	0.0026
0.3821	0.3685	0.0297	0.0497	0.0151	0.1549
0.0004	0.0003	0.0050	0.0002	0.9814	0.0126
0.0108	0.0011	0.0181	0.0131	0.5308	0.4261
0.0026	0.0015	0.0251	0.0193	0.7216	0.2299
0.0003	0.0004	0.0005	0.9981	0.0001	0.0006
0.0071	0.0218	0.0173	0.0101	0.9246	0.0191
0.0001	0.0002	0.0015	0.0010	0.9261	0.0711
0.0228	0.0132	0.9300	0.0200	0.0058	0.0083
0.1806	0.0275	0.0244	0.1212	0.0758	0.5705
0.0210	0.9057	0.0044	0.0648	0.0010	0.0030
0.1238	0.0461	0.2763	0.4119	0.0786	0.0633
0.0036	0.0023	0.0049	0.0043	0.9260	0.0589
0.0549	0.0045	0.0154	0.0471	0.2601	0.6180
0.0172	0.0074	0.5984	0.0290	0.3335	0.0144
0.0274	0.1868	0.0467	0.5962	0.0227	0.1202
0.0127	0.0029	0.0484	0.0370	0.5210	0.3780
0.0271	0.9088	0.0302	0.0075	0.0066	0.0198
0.0020	0.0003	0.0775	0.0026	0.3338	0.5838
0.0011	0.0018	0.0069	0.0016	0.9852	0.0034
0.0002	0.0001	0.9981	0.0007	0.0001	0.0009
0.0043	0.0182	0.0174	0.0121	0.9415	0.0066
0.0618	0.0867	0.0306	0.0449	0.7593	0.0168
0.0002	0.0003	0.0009	0.0007	0.9902	0.0078
0.0016	0.0009	0.0020	0.0028	0.9325	0.0602
0.0030	0.0013	0.0031	0.0021	0.0040	0.9866
0.0000	0.0000	0.9999	0.0000	0.0000	0.0000
0.0024	0.0003	0.0038	0.0012	0.5972	0.3952
0.0001	0.0000	0.9995	0.0003	0.0000	0.0001
0.9928	0.0004	0.0006	0.0006	0.0000	0.0055
0.0059	0.0060	0.0125	0.0231	0.0538	0.8987
0.0146	0.0002	0.0001	0.9834	0.0009	0.0008
0.0038	0.0039	0.0161	0.0080	0.9551	0.0129
0.0062	0.0095	0.0012	0.0056	0.0555	0.9220
0.0000	0.0000	0.9982	0.0002	0.0015	0.0000
0.0839	0.1153	0.6927	0.0427	0.0163	0.0491
0.0007	0.0014	0.0175	0.0049	0.9486	0.0269
0.9960	0.0009	0.0004	0.0024	0.0001	0.0002
0.1749	0.0300	0.0856	0.2519	0.0069	0.4508
0.0013	0.0014	0.9912	0.0005	0.0032	0.0025
0.0177	0.0303	0.0093	0.1043	0.2386	0.5998
0.0833	0.6873	0.0486	0.0742	0.0325	0.0740
0.0047	0.0066	0.0115	0.0092	0.6996	0.2684
0.0028	0.0018	0.0086	0.0045	0.9568	0.0256
0.2918	0.0115	0.0717	0.0115	0.5937	0.0197
0.9973	0.0012	0.0010	0.0001	0.0001	0.0004
0.0091	0.0008	0.0021	0.9840	0.0027	0.0014
0.0041	0.0047	0.0015	0.9841	0.0020	0.0035
0.0002	0.0001	0.0078	0.0005	0.9888	0.0027
0.0005	0.0012	0.0088	0.0023	0.9835	0.0036
0.0001	0.0000	0.0112	0.0003	0.9858	0.0026
0.0377	0.0148	0.2241	0.1438	0.5671	0.0125
0.0014	0.0139	0.9473	0.0091	0.0214	0.0069
0.0044	0.0003	0.0002	0.0276	0.0001	0.9674
0.0141	0.0093	0.1191	0.0168	0.8004	0.0404
0.9983	0.0007	0.0004	0.0004	0.0000	0.0001
0.0352	0.0265	0.0124	0.0405	0.0169	0.8686
0.0187	0.0022	0.8746	0.0844	0.0014	0.0187
0.0008	0.0024	0.0115	0.0139	0.9196	0.0518
0.0066	0.0080	0.0056	0.0051	0.0087	0.9660
0.0121	0.0340	0.0192	0.1865	0.0124	0.7359
0.0004	0.0005	0.0003	0.0002	0.0008	0.9977
0.1543	0.1238	0.0326	0.1988	0.0377	0.4528
0.0637	0.8892	0.0222	0.0101	0.0019	0.0129
0.0000	0.0000	0.9987	0.0001	0.0011	0.0000
0.0337	0.7027	0.0850	0.1135	0.0226	0.0425
0.0001	0.0001	0.0003	0.0003	0.9984	0.0008
0.0221	0.0258	0.9339	0.0064	0.0048	0.0071
0.0006	0.0008	0.0008	0.9953	0.0011	0.0014
0.0090	0.5602	0.3152	0.0150	0.0110	0.0897
0.0244	0.0506	0.1160	0.0713	0.5746	0.1631
0.0020	0.0050	0.0076	0.0195	0.0044	0.9615
0.0055	0.0093	0.0567	0.0064	0.8920	0.0300
0.4293	0.2358	0.0976	0.0464	0.0413	0.1496
0.0011	0.0004	0.9969	0.0007	0.0003	0.0007
0.0285	0.6865	0.0248	0.1467	0.1005	0.0130
0.0113	0.9744	0.0033	0.0042	0.0039	0.0029
0.0002	0.0001	0.0014	0.9890	0.0019	0.0073
0.0601	0.6286	0.0055	0.2670	0.0175	0.0213
0.0019	0.1683	0.2286	0.1774	0.1254	0.2983
0.0106	0.0026	0.9003	0.0390	0.0049	0.0426
0.0001	0.0006	0.9934	0.0001	0.0052	0.0005
0.0042	0.2979	0.0915	0.2023	0.1538	0.2504
0.0211	0.0092	0.0323	0.0563	0.8568	0.0243
0.0159	0.9366	0.0065	0.0231	0.0055	0.0124
0.0051	0.8240	0.0916	0.0186	0.0348	0.0259
0.0161	0.0008	0.9501	0.0114	0.0123	0.0092
0.0020	0.0002	0.0012	0.0022	0.6476	0.3469
0.2642	0.0234	0.0011	0.1860	0.0091	0.5162
0.0000	0.0000	0.0000	0.9999	0.0000	0.0000
0.0147	0.0135	0.1499	0.1625	0.4453	0.2141
0.0403	0.0063	0.0679	0.6493	0.0397	0.1966
0.2730	0.1312	0.0212	0.0962	0.3060	0.1723
0.0144	0.9262	0.0008	0.0509	0.0014	0.0062
0.0054	0.0025	0.0013	0.9879	0.0023	0.0004
0.0110	0.0338	0.1083	0.0544	0.1700	0.6224
0.0245	0.9386	0.0068	0.0118	0.0052	0.0130
0.1038	0.0057	0.7894	0.0278	0.0552	0.0181
0.0099	0.0338	0.1407	0.0188	0.5796	0.2172
0.0007	0.0027	0.0139	0.0026	0.9510	0.0290
0.0009	0.0020	0.0095	0.0010	0.9842	0.0024
0.0115	0.0069	0.0097	0.8002	0.0389	0.1328
0.0002	0.0000	0.0000	0.9992	0.0000	0.0006
0.0008	0.0030	0.8131	0.0007	0.1637	0.0188
0.0153	0.0017	0.0739	0.0051	0.0649	0.8392
0.1967	0.3913	0.0218	0.3641	0.0089	0.0173
0.0002	0.0007	0.0002	0.9983	0.0005	0.0001
0.0920	0.0073	0.7847	0.0301	0.0161	0.0698
0.0154	0.0020	0.0020	0.0106	0.0140	0.9560
0.0095	0.0367	0.8551	0.0249	0.0401	0.0337
0.0265	0.0019	0.0154	0.0080	0.0225	0.9257
0.0229	0.0410	0.1739	0.0513	0.3952	0.3158
0.0139	0.0896	0.1223	0.7152	0.0049	0.0541
0.9824	0.0076	0.0040	0.0020	0.0009	0.0031
0.0124	0.0020	0.6735	0.0136	0.2701	0.0285
0.9875	0.0051	0.0027	0.0011	0.0006	0.0030
0.0275	0.0742	0.0016	0.0012	0.0412	0.8543
0.0043	0.9664	0.0090	0.0046	0.0020	0.0136
0.0178	0.0108	0.0266	0.0437	0.8369	0.0641
0.0022	0.0059	0.0030	0.0122	0.0050	0.9717
0.1874	0.4300	0.3003	0.0451	0.0180	0.0192
0.0085	0.0059	0.0971	0.4558	0.3400	0.0926
0.8179	0.1323	0.0222	0.0094	0.0039	0.0143
0.0003	0.0006	0.0023	0.9957	0.0005	0.0007
0.0419	0.0278	0.0827	0.1610	0.0274	0.6591
0.0013	0.0012	0.0059	0.0016	0.9396	0.0504
0.0201	0.0722	0.1007	0.5023	0.0401	0.2647
0.0039	0.0041	0.0174	0.0047	0.7772	0.1927
0.0612	0.9141	0.0026	0.0069	0.0013	0.0139
0.9921	0.0039	0.0023	0.0013	0.0001	0.0002
0.0364	0.0066	0.0445	0.0139	0.3545	0.5441
0.0512	0.7862	0.0633	0.0697	0.0024	0.0273
0.0034	0.0053	0.0061	0.9619	0.0006	0.0227
0.0010	0.0001	0.0006	0.9978	0.0001	0.0003
0.0134	0.7337	0.0438	0.0736	0.0642	0.0714
0.9871	0.0058	0.0031	0.0012	0.0006	0.0023
0.0001	0.0000	0.9993	0.0003	0.0002	0.0000
0.0198	0.8985	0.0216	0.0459	0.0101	0.0041
0.0008	0.9968	0.0003	0.0016	0.0002	0.0003
0.0012	0.0001	0.0072	0.0010	0.9886	0.0018
0.1505	0.0194	0.0192	0.7011	0.0091	0.1007
0.0080	0.0039	0.0334	0.0278	0.6458	0.2813
0.0329	0.8921	0.0058	0.0371	0.0092	0.0228
0.0012	0.0008	0.0051	0.0044	0.9255	0.0630
0.0076	0.0021	0.9314	0.0273	0.0182	0.0133
0.0078	0.9593	0.0050	0.0266	0.0009	0.0003
0.0004	0.0002	0.0003	0.9988	0.0001	0.0002
0.0008	0.0001	0.0001	0.9987	0.0001	0.0001
0.0000	0.0000	0.0001	0.0001	0.0002	0.9995
0.0049	0.9581	0.0111	0.0217	0.0007	0.0036
0.1182	0.0041	0.0158	0.0055	0.0452	0.8111
0.0040	0.9816	0.0021	0.0104	0.0009	0.0010
0.0123	0.0111	0.0175	0.1766	0.7616	0.0209
0.0001	0.0000	0.0001	0.0001	0.0003	0.9995
0.1010	0.0239	0.1828	0.0918	0.0698	0.5307
0.0001	0.0001	0.0004	0.0004	0.0008	0.9983
0.0000	0.0000	0.9996	0.0002	0.0000	0.0000
0.0290	0.0178	0.2202	0.2339	0.4572	0.0419
0.0001	0.0000	0.9990	0.0003	0.0003	0.0002
0.0025	0.0015	0.5333	0.0069	0.4472	0.0087
0.0036	0.9718	0.0070	0.0052	0.0044	0.0080
0.0977	0.0054	0.0810	0.0307	0.7666	0.0186
0.0004	0.1013	0.8952	0.0008	0.0002	0.0020
0.0007	0.0011	0.0172	0.0019	0.9729	0.0062
0.0007	0.1381	0.8565	0.0013	0.0003	0.0030
0.0076	0.0032	0.0146	0.0112	0.8844	0.0791
0.0007	0.0006	0.0057	0.0011	0.9841	0.0078
0.0141	0.0036	0.9211	0.0083	0.0407	0.0123
0.0003	0.0004	0.9917	0.0040	0.0015	0.0021
0.0013	0.0012	0.0007	0.9945	0.0012	0.0010
0.0007	0.0007	0.0059	0.0013	0.8418	0.1496
0.0002	0.0003	0.0073	0.9913	0.0002	0.0007
0.0004	0.0000	0.0001	0.0001	0.0005	0.9988
0.0020	0.0022	0.9086	0.0200	0.0606	0.0066
0.0037	0.3167	0.0952	0.1751	0.1649	0.2444
0.0004	0.0003	0.0087	0.0010	0.9838	0.0059
0.0017	0.0014	0.0155	0.0060	0.9586	0.0168
0.0030	0.0015	0.0227	0.0243	0.6443	0.3043
0.0069	0.0117	0.9204	0.0088	0.0105	0.0417
0.0096	0.0041	0.4989	0.4097	0.0675	0.0101
0.0138	0.0093	0.0327	0.0197	0.8964	0.0281
0.0017	0.0035	0.0056	0.0063	0.9733	0.0097
0.0012	0.0211	0.9686	0.0062	0.0005	0.0023
0.0656	0.8530	0.0553	0.0189	0.0001	0.0070
0.0001	0.0001	0.9994	0.0002	0.0001	0.0001
0.0020	0.0022	0.0149	0.0034	0.9352	0.0423
0.0020	0.9659	0.0010	0.0280	0.0004	0.0028
0.0004	0.0005	0.0002	0.9980	0.0003	0.0006
0.0475	0.0332	0.1757	0.0273	0.0074	0.7089
0.0011	0.0014	0.0021	0.9943	0.0006	0.0006
0.0025	0.0003	0.0005	0.9961	0.0001	0.0005
0.0024	0.0035	0.9850	0.0040	0.0014	0.0037
0.0020	0.0020	0.9921	0.0014	0.0003	0.0023
0.0016	0.0087	0.0098	0.9771	0.0008	0.0020
0.0408	0.0719	0.7315	0.0879	0.0572	0.0107
0.0061	0.0028	0.0012	0.9876	0.0004	0.0018
0.0056	0.0015	0.0083	0.0068	0.9573	0.0203
0.0242	0.0177	0.9064	0.0333	0.0049	0.0135
0.0013	0.9964	0.0003	0.0009	0.0003	0.0007
0.0604	0.6075	0.0635	0.1702	0.0351	0.0633
0.0005	0.0003	0.0006	0.0005	0.0006	0.9974
0.0010	0.0002	0.0003	0.9980	0.0001	0.0005
0.0002	0.0002	0.0071	0.0013	0.9870	0.0042
0.0220	0.0070	0.6758	0.0448	0.2262	0.0243
0.1688	0.1446	0.0673	0.3720	0.2092	0.0382
0.0005	0.9962	0.0017	0.0005	0.0002	0.0009
0.0033	0.0009	0.0096	0.0064	0.8231	0.1567
0.0044	0.0375	0.0377	0.2160	0.0451	0.6593
0.0118	0.0078	0.2256	0.0153	0.1057	0.6338
0.0001	0.0001	0.0001	0.0000	0.0001	0.9996
0.0001	0.0001	0.9975	0.0016	0.0001	0.0006
0.0125	0.9505	0.0125	0.0129	0.0068	0.0048
0.0035	0.0021	0.0396	0.0082	0.3092	0.6374
0.0055	0.0004	0.0007	0.9913	0.0004	0.0016
0.2698	0.0512	0.0087	0.5122	0.0636	0.0945
0.9860	0.0082	0.0024	0.0024	0.0001	0.0009
0.0079	0.9867	0.0015	0.0019	0.0005	0.0016
0.9838	0.0102	0.0008	0.0025	0.0012	0.0016
0.0021	0.0003	0.0156	0.0008	0.0226	0.9586
0.0018	0.0010	0.0017	0.0019	0.0039	0.9897
0.0064	0.0208	0.5638	0.0040	0.3597	0.0453
0.0023	0.0004	0.0045	0.0011	0.9688	0.0228
0.0394	0.0051	0.5764	0.2259	0.1195	0.0337
0.0024	0.0011	0.0618	0.0063	0.9113	0.0170
0.0055	0.9556	0.0096	0.0081	0.0086	0.0126
0.0035	0.0004	0.0071	0.0037	0.9596	0.0258
0.0002	0.0002	0.0007	0.0025	0.9921	0.0044
0.0013	0.0002	0.0183	0.0053	0.8813	0.0936
0.0895	0.1670	0.0082	0.5747	0.0064	0.1542
0.0002	0.0001	0.0016	0.0004	0.9242	0.0736
0.0000	0.0000	0.0016	0.0003	0.9971	0.0010
0.0462	0.7845	0.0795	0.0519	0.0153	0.0226
0.0020	0.0007	0.0169	0.0032	0.9603	0.0169
0.0035	0.9918	0.0009	0.0011	0.0007	0.0020
0.0003	0.0001	0.0171	0.0005	0.9775	0.0045
0.0003	0.0020	0.0014	0.0020	0.9920	0.0023
0.0035	0.0064	0.5720	0.0174	0.3956	0.0051
0.0020	0.0012	0.0012	0.0002	0.0138	0.9816
0.0065	0.9892	0.0012	0.0015	0.0006	0.0010
0.0370	0.9154	0.0148	0.0064	0.0025	0.0238
0.0002	0.0001	0.0004	0.9989	0.0001	0.0003
0.0000	0.0000	0.9995	0.0001	0.0003	0.0001
0.3673	0.1179	0.3370	0.1143	0.0166	0.0469
0.1197	0.7309	0.0394	0.0397	0.0197	0.0506
0.9747	0.0004	0.0018	0.0010	0.0005	0.0217
0.0112	0.9595	0.0007	0.0020	0.0039	0.0227
0.0022	0.9952	0.0003	0.0008	0.0003	0.0012
0.0106	0.0104	0.0342	0.0316	0.8652	0.0480
