0.0000	0.0000	0.0001	0.9998	0.0000	0.0000	0.0000
0.0002	0.0017	0.0030	0.9934	0.0001	0.0005	0.0011
0.0001	0.0002	0.0008	0.9987	0.0000	0.0001	0.0002
0.0000	0.0001	0.0003	0.9994	0.0000	0.0000	0.0001
0.0010	0.0031	0.0527	0.9347	0.0010	0.0022	0.0052
0.0004	0.0023	0.0049	0.9902	0.0002	0.0006	0.0014
0.0112	0.0208	0.8430	0.1088	0.0048	0.0042	0.0073
0.0025	0.9772	0.0032	0.0024	0.0080	0.0044	0.0022
1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.9999	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.9999	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.7163	0.0108	0.0498	0.1756	0.0045	0.0398	0.0033
0.0761	0.0423	0.1724	0.0682	0.1042	0.1636	0.3734
0.0044	0.0312	0.8699	0.0502	0.0140	0.0216	0.0086
0.0118	0.0061	0.0129	0.3042	0.0022	0.0256	0.6373
0.0059	0.6561	0.0524	0.0203	0.2516	0.0108	0.0029
0.9981	0.0002	0.0006	0.0001	0.0007	0.0003	0.0000
0.0561	0.0048	0.0013	0.0012	0.0011	0.9069	0.0286
0.1566	0.0047	0.2478	0.3189	0.0191	0.0175	0.2355
0.1008	0.0031	0.0020	0.0037	0.0006	0.8885	0.0013
0.1742	0.0081	0.0044	0.0070	0.0023	0.3772	0.4268
0.0090	0.0669	0.3869	0.0913	0.0310	0.0523	0.3626
0.0064	0.0413	0.6607	0.2633	0.0025	0.0046	0.0212
0.0010	0.0071	0.2076	0.7590	0.0077	0.0021	0.0155
0.0787	0.0047	0.7276	0.0189	0.0053	0.1143	0.0506
0.0038	0.0049	0.0018	0.0002	0.9868	0.0022	0.0004
0.0027	0.0010	0.0148	0.0007	0.9792	0.0012	0.0004
0.0007	0.9956	0.0007	0.0006	0.0018	0.0006	0.0000
0.9595	0.0019	0.0131	0.0019	0.0034	0.0167	0.0036
0.3013	0.1496	0.1207	0.3477	0.0343	0.0271	0.0193
0.0482	0.0036	0.0204	0.0140	0.0700	0.3496	0.4942
0.0278	0.0082	0.8200	0.0668	0.0292	0.0209	0.0270
0.0089	0.0074	0.0648	0.1035	0.0030	0.0245	0.7879
0.0015	0.9791	0.0100	0.0027	0.0022	0.0035	0.0009
0.0024	0.0012	0.9312	0.0557	0.0041	0.0008	0.0046
0.0106	0.9515	0.0076	0.0055	0.0142	0.0075	0.0031
0.0007	0.0002	0.0011	0.0004	0.0004	0.0032	0.9940
0.9860	0.0006	0.0028	0.0003	0.0079	0.0023	0.0001
0.0356	0.0048	0.0847	0.0124	0.0108	0.0552	0.7964
0.0025	0.0014	0.0073	0.0010	0.9844	0.0015	0.0019
0.0007	0.0026	0.7298	0.2609	0.0021	0.0012	0.0027
0.8275	0.0302	0.0252	0.0146	0.0099	0.0356	0.0570
0.0021	0.0043	0.9139	0.0568	0.0028	0.0020	0.0180
0.0014	0.0025	0.9779	0.0017	0.0035	0.0021	0.0109
0.0051	0.0026	0.3899	0.5823	0.0023	0.0050	0.0129
0.0362	0.0124	0.7202	0.0600	0.0366	0.0959	0.0387
0.0001	0.0004	0.0008	0.0000	0.9986	0.0000	0.0000
0.1349	0.0272	0.0679	0.1279	0.0304	0.4547	0.1570
0.0005	0.0004	0.9921	0.0018	0.0025	0.0006	0.0021
0.0015	0.0026	0.0038	0.0071	0.0003	0.0206	0.9641
0.1724	0.0081	0.0165	0.0141	0.0976	0.5108	0.1805
0.0421	0.9205	0.0018	0.0009	0.0280	0.0060	0.0006
0.0099	0.0570	0.4787	0.2700	0.0068	0.0179	0.1597
0.0245	0.0151	0.0132	0.0036	0.9260	0.0119	0.0057
0.0080	0.0113	0.9037	0.0202	0.0222	0.0153	0.0193
0.0000	0.0001	0.0010	0.9980	0.0000	0.0000	0.0009
0.0009	0.0006	0.0076	0.0002	0.9899	0.0004	0.0004
0.1089	0.7885	0.0046	0.0050	0.0769	0.0148	0.0013
0.0043	0.9495	0.0130	0.0104	0.0198	0.0008	0.0022
0.0007	0.0012	0.9400	0.0515	0.0027	0.0010	0.0029
0.1853	0.0055	0.0164	0.0115	0.0022	0.7643	0.0147
0.0084	0.0018	0.0236	0.0033	0.9456	0.0132	0.0041
0.9784	0.0007	0.0012	0.0023	0.0011	0.0155	0.0008
0.0004	0.0020	0.0523	0.9430	0.0004	0.0007	0.0012
0.0019	0.0009	0.0002	0.0006	0.0002	0.0305	0.9657
0.6595	0.0083	0.0424	0.0807	0.0137	0.1612	0.0341
0.0000	0.0001	0.9982	0.0004	0.0008	0.0001	0.0004
0.0001	0.0007	0.0141	0.9842	0.0003	0.0001	0.0005
0.0007	0.0004	0.9938	0.0016	0.0018	0.0008	0.0009
0.0012	0.0008	0.9802	0.0041	0.0124	0.0007	0.0005
0.1587	0.0022	0.2978	0.0139	0.0122	0.1506	0.3645
0.0022	0.0040	0.0653	0.9176	0.0027	0.0012	0.0069
0.0368	0.0101	0.7611	0.0492	0.1311	0.0061	0.0057
0.0030	0.0005	0.0730	0.0011	0.9156	0.0033	0.0036
0.9813	0.0005	0.0021	0.0006	0.0151	0.0003	0.0001
0.1690	0.0086	0.0115	0.0032	0.0105	0.7838	0.0134
0.0188	0.0010	0.0011	0.0040	0.0003	0.9604	0.0144
0.9968	0.0001	0.0006	0.0001	0.0018	0.0004	0.0001
0.0056	0.0022	0.9717	0.0007	0.0006	0.0105	0.0087
0.0106	0.0296	0.0547	0.0164	0.8802	0.0041	0.0044
0.0082	0.0023	0.0072	0.0019	0.9754	0.0017	0.0033
0.9995	0.0000	0.0001	0.0000	0.0003	0.0000	0.0000
0.0026	0.0083	0.9594	0.0114	0.0105	0.0033	0.0045
0.0969	0.0098	0.0129	0.0217	0.0113	0.7048	0.1425
0.2923	0.0083	0.0045	0.0053	0.0016	0.2314	0.4566
0.0476	0.0092	0.5885	0.0684	0.0113	0.0722	0.2028
0.0011	0.0003	0.0001	0.0002	0.0000	0.9977	0.0006
0.0024	0.0049	0.0121	0.9452	0.0005	0.0031	0.0318
0.0015	0.0003	0.0013	0.0001	0.9965	0.0002	0.0001
0.0001	0.0000	0.0001	0.0000	0.0000	0.0002	0.9995
0.0043	0.0005	0.0003	0.0008	0.0001	0.9412	0.0527
0.6847	0.0116	0.0402	0.2378	0.0098	0.0136	0.0023
0.0083	0.0078	0.3430	0.0053	0.6294	0.0036	0.0024
0.0005	0.0008	0.9935	0.0010	0.0032	0.0005	0.0005
0.0274	0.0004	0.6777	0.0022	0.0027	0.0129	0.2766
0.0009	0.0016	0.9382	0.0534	0.0036	0.0011	0.0014
0.0004	0.0003	0.0002	0.0001	0.0000	0.9981	0.0009
0.0108	0.0147	0.8604	0.0533	0.0322	0.0153	0.0132
0.0004	0.0008	0.0038	0.9942	0.0001	0.0002	0.0005
0.0433	0.0072	0.5215	0.0091	0.0092	0.0617	0.3479
0.0162	0.0078	0.7575	0.0148	0.1436	0.0112	0.0489
0.0034	0.0027	0.0245	0.0017	0.9631	0.0024	0.0022
0.9560	0.0107	0.0122	0.0046	0.0109	0.0046	0.0009
0.9845	0.0134	0.0005	0.0004	0.0006	0.0006	0.0000
0.0037	0.9159	0.0048	0.0035	0.0677	0.0025	0.0018
0.3118	0.0144	0.0337	0.0285	0.0064	0.3069	0.2983
0.0008	0.0003	0.0001	0.0002	0.0001	0.9983	0.0003
0.0963	0.6605	0.0021	0.0020	0.0009	0.2352	0.0028
0.1064	0.0035	0.0073	0.0039	0.8615	0.0056	0.0118
0.9990	0.0001	0.0002	0.0000	0.0004	0.0002	0.0000
0.9651	0.0030	0.0059	0.0011	0.0213	0.0034	0.0001
0.0010	0.0006	0.0026	0.0005	0.9948	0.0003	0.0003
0.0005	0.0003	0.0005	0.0005	0.0001	0.0021	0.9959
0.5052	0.0747	0.0410	0.0026	0.1395	0.2318	0.0052
0.0041	0.0029	0.8747	0.0053	0.1091	0.0023	0.0017
0.9596	0.0005	0.0005	0.0000	0.0390	0.0002	0.0001
0.0165	0.0032	0.9324	0.0159	0.0062	0.0094	0.0164
0.0007	0.9953	0.0004	0.0005	0.0022	0.0009	0.0001
0.0034	0.0008	0.0031	0.0002	0.9914	0.0007	0.0002
0.1027	0.1990	0.5756	0.0195	0.0247	0.0263	0.0522
0.0007	0.0012	0.0118	0.0021	0.0011	0.0031	0.9799
0.0012	0.0004	0.0017	0.0013	0.0001	0.0034	0.9919
0.0867	0.8264	0.0065	0.0030	0.0580	0.0169	0.0026
0.0110	0.0142	0.0027	0.0130	0.0018	0.6070	0.3502
0.0006	0.0006	0.9899	0.0033	0.0012	0.0012	0.0032
0.0001	0.0000	0.0001	0.0001	0.0000	0.0007	0.9990
0.0007	0.0012	0.9822	0.0053	0.0009	0.0030	0.0066
0.1558	0.0433	0.1027	0.1804	0.0331	0.0930	0.3917
0.0072	0.0111	0.2507	0.0089	0.7087	0.0062	0.0071
0.9903	0.0007	0.0023	0.0024	0.0032	0.0009	0.0001
0.7546	0.0007	0.0059	0.0002	0.2378	0.0007	0.0001
0.9990	0.0001	0.0003	0.0000	0.0004	0.0001	0.0000
0.0000	0.0001	0.0004	0.9993	0.0001	0.0000	0.0000
0.0382	0.0182	0.0237	0.4679	0.0057	0.4154	0.0308
0.5638	0.2597	0.0389	0.0105	0.0161	0.1046	0.0065
0.0946	0.0009	0.0003	0.0002	0.0003	0.9021	0.0016
0.0052	0.0016	0.0017	0.0014	0.0020	0.9616	0.0264
0.0006	0.0007	0.9861	0.0073	0.0013	0.0010	0.0030
0.0039	0.0038	0.9521	0.0233	0.0048	0.0069	0.0053
0.0225	0.8273	0.0255	0.0906	0.0019	0.0279	0.0043
0.0000	0.0001	0.9977	0.0015	0.0002	0.0002	0.0003
0.0522	0.3566	0.0899	0.0099	0.4726	0.0159	0.0029
0.0084	0.8426	0.0562	0.0274	0.0051	0.0236	0.0367
0.0011	0.0040	0.9138	0.0300	0.0028	0.0039	0.0444
0.0070	0.0073	0.9588	0.0130	0.0068	0.0031	0.0041
0.0021	0.0047	0.2768	0.6731	0.0028	0.0059	0.0346
0.0008	0.0017	0.0056	0.9865	0.0003	0.0019	0.0032
0.0023	0.0048	0.7064	0.0071	0.0108	0.0320	0.2365
0.0005	0.0013	0.0018	0.0438	0.9516	0.0003	0.0007
0.0093	0.0501	0.9196	0.0111	0.0036	0.0031	0.0031
0.0001	0.0004	0.9917	0.0012	0.0066	0.0000	0.0000
0.0008	0.0010	0.9837	0.0032	0.0060	0.0037	0.0016
0.0042	0.0037	0.0398	0.0071	0.9370	0.0022	0.0059
0.0005	0.0023	0.0130	0.9794	0.0005	0.0013	0.0029
0.9984	0.0001	0.0008	0.0002	0.0001	0.0004	0.0000
0.0000	0.0000	0.0001	0.0000	0.0000	0.0001	0.9997
0.0144	0.0243	0.0100	0.9378	0.0014	0.0104	0.0017
0.0037	0.0062	0.0042	0.0081	0.0010	0.0177	0.9591
0.6161	0.0046	0.0219	0.0032	0.0233	0.3060	0.0248
0.0038	0.0010	0.0003	0.0004	0.0003	0.9899	0.0043
0.0105	0.0053	0.1588	0.2146	0.0030	0.0450	0.5628
0.0151	0.0419	0.7920	0.0696	0.0186	0.0173	0.0455
0.0001	0.9885	0.0007	0.0005	0.0102	0.0001	0.0000
0.0036	0.0072	0.9613	0.0097	0.0073	0.0058	0.0051
0.0997	0.0069	0.0039	0.0097	0.0040	0.8669	0.0089
0.0006	0.9923	0.0010	0.0016	0.0006	0.0036	0.0003
0.0005	0.0021	0.9815	0.0129	0.0021	0.0006	0.0002
0.9934	0.0014	0.0015	0.0004	0.0017	0.0014	0.0002
0.0026	0.0055	0.7428	0.2179	0.0064	0.0066	0.0182
0.9816	0.0004	0.0022	0.0004	0.0039	0.0110	0.0006
0.0081	0.0075	0.9442	0.0098	0.0072	0.0135	0.0097
0.0018	0.0012	0.0070	0.0007	0.9876	0.0009	0.0008
0.0209	0.0416	0.5846	0.1006	0.0706	0.0430	0.1387
0.0106	0.0095	0.3073	0.0126	0.6362	0.0089	0.0148
0.0000	0.0001	0.9963	0.0020	0.0003	0.0002	0.0011
0.0008	0.0002	0.9913	0.0010	0.0028	0.0029	0.0010
0.0153	0.0056	0.1700	0.0712	0.7053	0.0090	0.0236
0.9547	0.0035	0.0167	0.0030	0.0122	0.0076	0.0023
0.1017	0.0092	0.7904	0.0162	0.0075	0.0425	0.0326
0.0279	0.0077	0.0568	0.0088	0.0082	0.5692	0.3214
0.9723	0.0024	0.0024	0.0014	0.0034	0.0176	0.0004
0.0000	0.0003	0.0015	0.9976	0.0000	0.0001	0.0005
0.1717	0.0028	0.6165	0.1345	0.0059	0.0481	0.0205
0.0003	0.0003	0.9981	0.0002	0.0003	0.0004	0.0004
0.0002	0.0002	0.0003	0.0001	0.0002	0.0004	0.9986
0.0006	0.0004	0.0005	0.0007	0.0001	0.0117	0.9860
0.0183	0.0194	0.6578	0.1663	0.0097	0.0600	0.0685
0.0114	0.0117	0.7832	0.0402	0.1172	0.0123	0.0239
0.0030	0.0009	0.0058	0.0031	0.0012	0.0081	0.9779
0.5537	0.0236	0.0226	0.3456	0.0063	0.0364	0.0119
0.0339	0.0013	0.9423	0.0045	0.0072	0.0012	0.0097
0.0005	0.0001	0.0032	0.9943	0.0010	0.0002	0.0006
0.0027	0.0058	0.6712	0.3055	0.0036	0.0038	0.0073
0.0056	0.0081	0.9265	0.0215	0.0185	0.0051	0.0146
0.0033	0.9646	0.0025	0.0012	0.0253	0.0028	0.0004
0.0003	0.0006	0.9862	0.0059	0.0018	0.0009	0.0043
0.0003	0.0008	0.9818	0.0078	0.0006	0.0008	0.0079
0.0118	0.0083	0.0441	0.0040	0.9134	0.0111	0.0073
0.0128	0.7161	0.1549	0.0144	0.0838	0.0138	0.0042
0.0016	0.0005	0.0080	0.0006	0.9833	0.0008	0.0053
0.0619	0.0468	0.6395	0.0523	0.0407	0.0315	0.1273
0.0016	0.0013	0.9506	0.0193	0.0160	0.0016	0.0095
0.9836	0.0018	0.0032	0.0004	0.0084	0.0021	0.0005
0.0251	0.0201	0.0991	0.0064	0.8190	0.0190	0.0113
0.0075	0.0026	0.0455	0.0019	0.9320	0.0037	0.0068
0.0045	0.9719	0.0036	0.0025	0.0033	0.0103	0.0038
0.0002	0.0001	0.9851	0.0027	0.0005	0.0008	0.0106
0.0030	0.9769	0.0043	0.0040	0.0056	0.0053	0.0009
0.4330	0.0124	0.0174	0.0320	0.0626	0.1248	0.3179
0.3474	0.0158	0.0709	0.0236	0.0107	0.1857	0.3458
0.9914	0.0001	0.0043	0.0004	0.0016	0.0020	0.0002
0.0021	0.0055	0.9694	0.0104	0.0038	0.0022	0.0065
0.0239	0.0442	0.7537	0.0672	0.0176	0.0119	0.0813
0.0055	0.0048	0.0045	0.0012	0.9805	0.0020	0.0014
0.0072	0.0093	0.9201	0.0277	0.0109	0.0067	0.0180
0.0124	0.0182	0.4834	0.0625	0.3220	0.0106	0.0910
0.0001	0.0001	0.9982	0.0006	0.0001	0.0003	0.0007
0.0028	0.0035	0.0020	0.0259	0.0005	0.0415	0.9238
0.2142	0.6972	0.0026	0.0030	0.0223	0.0466	0.0142
0.0010	0.9882	0.0049	0.0014	0.0016	0.0020	0.0009
0.9839	0.0008	0.0030	0.0022	0.0036	0.0060	0.0005
0.0001	0.0000	0.9976	0.0011	0.0006	0.0001	0.0005
0.0009	0.0008	0.9939	0.0017	0.0014	0.0006	0.0008
0.0257	0.0185	0.5837	0.0186	0.0277	0.0334	0.2923
0.0137	0.0474	0.5918	0.1151	0.0954	0.0404	0.0960
0.0035	0.6007	0.2711	0.0943	0.0074	0.0212	0.0017
0.0089	0.5359	0.0005	0.0021	0.0014	0.4490	0.0022
0.0001	0.0000	0.0000	0.0000	0.0000	0.9998	0.0000
0.0209	0.0020	0.0147	0.0034	0.0032	0.0727	0.8831
0.0005	0.0050	0.9705	0.0152	0.0057	0.0006	0.0026
0.0009	0.0003	0.0022	0.0002	0.9958	0.0002	0.0004
0.9684	0.0009	0.0052	0.0030	0.0057	0.0153	0.0014
0.9998	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000
0.0155	0.0008	0.0583	0.0029	0.0159	0.2004	0.7061
0.6266	0.0137	0.0860	0.0248	0.0109	0.1744	0.0637
0.0006	0.0003	0.9934	0.0023	0.0009	0.0004	0.0022
0.9907	0.0005	0.0018	0.0002	0.0052	0.0014	0.0001
0.0016	0.0026	0.7451	0.2285	0.0027	0.0049	0.0146
0.0001	0.0001	0.9976	0.0010	0.0002	0.0003	0.0007
0.0178	0.0085	0.6046	0.0537	0.0387	0.1526	0.1241
0.0539	0.0122	0.0173	0.0240	0.0053	0.4671	0.4203
0.0036	0.0013	0.0006	0.0024	0.0001	0.9820	0.0100
0.1522	0.0296	0.1370	0.0538	0.0365	0.3617	0.2292
0.0033	0.0005	0.0084	0.9863	0.0001	0.0004	0.0011
0.0001	0.0003	0.9952	0.0015	0.0025	0.0002	0.0002
0.0308	0.1043	0.0209	0.0060	0.8225	0.0066	0.0089
0.0018	0.0146	0.9487	0.0063	0.0038	0.0057	0.0190
0.0579	0.0171	0.0092	0.8961	0.0144	0.0033	0.0019
0.9831	0.0073	0.0018	0.0007	0.0014	0.0053	0.0005
0.0478	0.0181	0.0743	0.0020	0.6440	0.0332	0.1806
0.0362	0.0023	0.0607	0.0135	0.0017	0.1340	0.7516
0.0044	0.0033	0.0118	0.0059	0.0011	0.0149	0.9585
0.0013	0.0048	0.8875	0.0275	0.0029	0.0033	0.0727
0.0017	0.0005	0.0551	0.0008	0.9406	0.0006	0.0007
0.9123	0.0148	0.0194	0.0062	0.0169	0.0239	0.0065
0.9961	0.0005	0.0006	0.0001	0.0008	0.0019	0.0001
0.2506	0.0096	0.5852	0.1000	0.0385	0.0134	0.0025
0.0095	0.0089	0.8104	0.1391	0.0086	0.0053	0.0181
0.0005	0.0010	0.9895	0.0045	0.0029	0.0006	0.0009
0.0019	0.0122	0.9224	0.0146	0.0058	0.0104	0.0327
0.9993	0.0000	0.0002	0.0001	0.0001	0.0001	0.0001
0.0053	0.0064	0.4412	0.0021	0.0115	0.0189	0.5147
0.7951	0.0312	0.0595	0.0332	0.0280	0.0275	0.0255
0.0045	0.0040	0.0105	0.0097	0.0016	0.0328	0.9368
0.0000	0.0000	0.0000	0.0000	0.0000	0.9999	0.0000
0.0121	0.0112	0.8644	0.0536	0.0315	0.0145	0.0127
0.0029	0.0021	0.1691	0.0055	0.7919	0.0025	0.0260
0.9966	0.0004	0.0003	0.0001	0.0006	0.0018	0.0002
0.0168	0.0346	0.8065	0.0409	0.0206	0.0332	0.0473
0.0048	0.0102	0.0534	0.0132	0.0051	0.0617	0.8516
0.0026	0.0040	0.2977	0.6644	0.0172	0.0044	0.0097
0.0100	0.9553	0.0073	0.0023	0.0102	0.0119	0.0030
0.0044	0.0317	0.8412	0.0884	0.0056	0.0092	0.0194
0.0110	0.0046	0.0026	0.0039	0.0002	0.7340	0.2435
0.0002	0.0010	0.9918	0.0042	0.0022	0.0002	0.0005
0.0151	0.0109	0.0442	0.0043	0.9033	0.0122	0.0100
0.0184	0.0024	0.0002	0.0005	0.0008	0.9771	0.0006
0.9979	0.0002	0.0004	0.0001	0.0003	0.0010	0.0001
0.0091	0.0088	0.0094	0.9664	0.0016	0.0033	0.0014
0.0041	0.0033	0.0086	0.0016	0.9789	0.0014	0.0019
0.0281	0.0086	0.8904	0.0146	0.0550	0.0010	0.0022
0.0004	0.0001	0.9961	0.0010	0.0002	0.0004	0.0019
0.0191	0.0164	0.0872	0.0065	0.8556	0.0078	0.0074
0.0013	0.0040	0.9759	0.0125	0.0039	0.0010	0.0015
0.0007	0.0002	0.0005	0.0004	0.0001	0.0011	0.9970
0.0004	0.0003	0.0005	0.0004	0.9979	0.0002	0.0003
0.0030	0.0036	0.0047	0.0041	0.0024	0.9793	0.0028
0.0009	0.0001	0.0000	0.0000	0.0000	0.9989	0.0000
0.0188	0.0280	0.6221	0.0202	0.2108	0.0184	0.0818
0.0011	0.0026	0.9556	0.0013	0.0350	0.0008	0.0036
0.9996	0.0000	0.0001	0.0000	0.0000	0.0002	0.0000
0.0590	0.0131	0.0690	0.8308	0.0060	0.0095	0.0126
0.0216	0.0007	0.0068	0.0009	0.0014	0.0742	0.8944
0.0006	0.0002	0.0029	0.0029	0.0001	0.0042	0.9891
0.0089	0.0031	0.0089	0.0164	0.0035	0.0859	0.8733
0.0064	0.0006	0.0009	0.0024	0.0007	0.0890	0.8999
0.0073	0.0061	0.8962	0.0207	0.0092	0.0194	0.0411
0.0027	0.0016	0.9805	0.0020	0.0049	0.0040	0.0044
0.9538	0.0010	0.0031	0.0048	0.0014	0.0336	0.0022
0.0242	0.0136	0.6590	0.0199	0.0455	0.0348	0.2030
0.9920	0.0011	0.0017	0.0008	0.0014	0.0023	0.0007
0.6164	0.0714	0.0371	0.0169	0.0234	0.1989	0.0359
0.1129	0.0036	0.0017	0.0014	0.0011	0.8776	0.0018
0.0009	0.0001	0.0002	0.0004	0.0001	0.0041	0.9941
0.0021	0.9867	0.0057	0.0014	0.0024	0.0014	0.0002
0.0087	0.0179	0.5197	0.0055	0.0062	0.0342	0.4077
0.0004	0.9965	0.0006	0.0006	0.0012	0.0006	0.0001
0.0022	0.0026	0.0182	0.9734	0.0005	0.0013	0.0018
0.0085	0.0014	0.0045	0.0012	0.0007	0.0139	0.9699
0.5048	0.0117	0.0254	0.0129	0.0035	0.3749	0.0668
0.0047	0.0010	0.0812	0.0013	0.9105	0.0007	0.0006
0.0001	0.0001	0.9976	0.0008	0.0009	0.0001	0.0005
0.0002	0.0009	0.9755	0.0073	0.0009	0.0009	0.0144
0.0474	0.0011	0.8547	0.0077	0.0435	0.0345	0.0110
0.0007	0.0121	0.9812	0.0043	0.0008	0.0006	0.0004
0.0013	0.0004	0.0006	0.0007	0.0001	0.0319	0.9650
0.0418	0.0139	0.0212	0.0046	0.9045	0.0103	0.0037
0.0011	0.0008	0.9765	0.0034	0.0017	0.0025	0.0140
0.0010	0.0064	0.9556	0.0258	0.0039	0.0027	0.0046
0.0018	0.0102	0.2226	0.5970	0.0093	0.0061	0.1529
0.0059	0.0591	0.9059	0.0131	0.0064	0.0056	0.0041
0.9956	0.0004	0.0004	0.0001	0.0026	0.0009	0.0001
0.9995	0.0000	0.0002	0.0000	0.0001	0.0001	0.0000
0.0002	0.9988	0.0001	0.0003	0.0003	0.0001	0.0001
0.0001	0.0000	0.0000	0.0000	0.0000	0.9998	0.0000
0.9028	0.0033	0.0208	0.0282	0.0027	0.0383	0.0039
0.0037	0.0009	0.0142	0.0009	0.9800	0.0002	0.0001
0.0010	0.0021	0.9588	0.0312	0.0009	0.0011	0.0050
0.0003	0.0030	0.6658	0.3270	0.0004	0.0011	0.0025
0.0003	0.0002	0.9941	0.0017	0.0005	0.0007	0.0025
0.0023	0.0111	0.9347	0.0309	0.0083	0.0053	0.0074
0.1081	0.0263	0.3620	0.0377	0.0180	0.1969	0.2510
0.9947	0.0012	0.0005	0.0013	0.0012	0.0009	0.0002
0.1036	0.0043	0.0072	0.0060	0.0012	0.8734	0.0043
0.0000	0.0000	0.0001	0.0000	0.0000	0.0001	0.9996
0.9991	0.0000	0.0004	0.0000	0.0001	0.0004	0.0000
0.0004	0.0019	0.0835	0.9098	0.0011	0.0007	0.0026
0.9991	0.0001	0.0003	0.0000	0.0003	0.0001	0.0000
0.0011	0.9863	0.0021	0.0046	0.0015	0.0038	0.0008
0.5789	0.0204	0.1822	0.0291	0.0149	0.1247	0.0499
0.0001	0.0000	0.0000	0.0000	0.0000	0.0003	0.9994
